"School Year","School ID","School Name","Sub Group Category","Sub Group","Number of Students","Average Attendance Rate","Chronic Absence Rate"
"2023-2024",184,"Weil PreK-5","Homelessness Status","Experiencing Homelessness","44","0.898671840023877","0.454545454545455"
"2023-2024",184,"Weil PreK-5","Homelessness Status","Not Experiencing Homelessness","141","0.914512922465209","0.297872340425532"
"2023-2024",184,"Weil PreK-5","IEP Status","IEP","51","0.91741861793261","0.274509803921569"
"2023-2024",184,"Weil PreK-5","IEP Status","Not IEP or Gifted","134","0.907958960055782","0.358208955223881"
"2023-2024",184,"Weil PreK-5","Race","African American","165","0.91035703293321","0.333333333333333"
"2023-2024",184,"Weil PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5","Race","White","n<11","n<11","n<11"
"2023-2024",184,"Weil PreK-5",,"Total","185","0.910831339090625","0.335135135135135"
"2023-2024",185,"West Liberty PreK-5","Economically Disadvantaged","Econ. Disadv.","142","0.893934081346424","0.366197183098592"
"2023-2024",185,"West Liberty PreK-5","Economically Disadvantaged","Not Econ. Disadv.","37","0.946311932451808","0.0810810810810811"
"2023-2024",185,"West Liberty PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Foster Care Status","Not In Foster Care","179","0.905234936238958","0.307262569832402"
"2023-2024",185,"West Liberty PreK-5","Gender","Female","79","0.894046497015394","0.329113924050633"
"2023-2024",185,"West Liberty PreK-5","Gender","Male","100","0.913941690605709","0.29"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade 01","37","0.900756484149856","0.297297297297297"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade 02","22","0.926727726894255","0.227272727272727"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade 03","33","0.904853351955307","0.303030303030303"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade 04","24","0.874657363568403","0.416666666666667"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade 05","27","0.901996370235935","0.333333333333333"
"2023-2024",185,"West Liberty PreK-5","Grade","Grade K","36","0.920193470374849","0.277777777777778"
"2023-2024",185,"West Liberty PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","IEP Status","Not IEP or Gifted","116","0.911894987035436","0.301724137931034"
"2023-2024",185,"West Liberty PreK-5","Race","African American","32","0.893635198633063","0.34375"
"2023-2024",185,"West Liberty PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",185,"West Liberty PreK-5","Race","Multi-Racial","28","0.910253533767108","0.464285714285714"
"2023-2024",185,"West Liberty PreK-5","Race","White","103","0.908178709568922","0.242718446601942"
"2023-2024",185,"West Liberty PreK-5",,"Total","179","0.905234936238958","0.307262569832402"
"2023-2024",356,"Westinghouse Academy 6-12","Economically Disadvantaged","Econ. Disadv.","692","0.794463343586401","0.673410404624277"
"2023-2024",356,"Westinghouse Academy 6-12","Economically Disadvantaged","Not Econ. Disadv.","52","0.793507491356128","0.634615384615385"
"2023-2024",356,"Westinghouse Academy 6-12","ELL Status","ELL","13","0.749055177626606","0.692307692307692"
"2023-2024",356,"Westinghouse Academy 6-12","ELL Status","Not in ELL","731","0.795003184245334","0.6703146374829"
"2023-2024",356,"Westinghouse Academy 6-12","Foster Care Status","In Foster Care","17","0.757014028056112","0.823529411764706"
"2023-2024",356,"Westinghouse Academy 6-12","Foster Care Status","Not In Foster Care","727","0.795151491241913","0.667125171939477"
"2023-2024",356,"Westinghouse Academy 6-12","Gender","Female","337","0.789974948168625","0.700296735905044"
"2023-2024",356,"Westinghouse Academy 6-12","Gender","Male","407","0.79801695746619","0.646191646191646"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 06","62","0.854303857008467","0.548387096774194"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 07","101","0.810741855292424","0.732673267326733"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 08","88","0.855416991426345","0.568181818181818"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 09","126","0.773772602258763","0.658730158730159"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 10","152","0.752378326209844","0.796052631578947"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 11","105","0.759802306425041","0.761904761904762"
"2023-2024",356,"Westinghouse Academy 6-12","Grade","Grade 12","110","0.814123185562966","0.518181818181818"
"2023-2024",356,"Westinghouse Academy 6-12","Has 504 Plan","No","730","0.792646333037213","0.673972602739726"
"2023-2024",356,"Westinghouse Academy 6-12","Has 504 Plan","Yes","14","0.88065447545717","0.5"
"2023-2024",356,"Westinghouse Academy 6-12","Homelessness Status","Experiencing Homelessness","66","0.71626213592233","0.833333333333333"
"2023-2024",356,"Westinghouse Academy 6-12","Homelessness Status","Not Experiencing Homelessness","678","0.801183419514861","0.654867256637168"
"2023-2024",356,"Westinghouse Academy 6-12","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",356,"Westinghouse Academy 6-12","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",356,"Westinghouse Academy 6-12","IEP Status","Not IEP or Gifted","517","0.801485261417413","0.667311411992263"
"2023-2024",356,"Westinghouse Academy 6-12","Race","African American","686","0.793402216638342","0.676384839650146"
"2023-2024",356,"Westinghouse Academy 6-12","Race","American Indian","n<11","n<11","n<11"
"2023-2024",356,"Westinghouse Academy 6-12","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",356,"Westinghouse Academy 6-12","Race","Hispanic","14","0.777594728171334","0.642857142857143"
"2023-2024",356,"Westinghouse Academy 6-12","Race","Multi-Racial","21","0.827471306923362","0.476190476190476"
"2023-2024",356,"Westinghouse Academy 6-12","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",356,"Westinghouse Academy 6-12","Race","White","19","0.84094616639478","0.631578947368421"
"2023-2024",356,"Westinghouse Academy 6-12",,"Total","744","0.794415212597207","0.670698924731183"
"2023-2024",186,"Westwood K-5","Economically Disadvantaged","Econ. Disadv.","244","0.923359580052493","0.290983606557377"
"2023-2024",186,"Westwood K-5","Economically Disadvantaged","Not Econ. Disadv.","54","0.935365853658537","0.222222222222222"
"2023-2024",186,"Westwood K-5","ELL Status","ELL","45","0.939605282682891","0.244444444444444"
"2023-2024",186,"Westwood K-5","ELL Status","Not in ELL","253","0.922846036510358","0.284584980237154"
"2023-2024",186,"Westwood K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Gender","Female","146","0.928678453700929","0.23972602739726"
"2023-2024",186,"Westwood K-5","Gender","Male","152","0.92187630067427","0.315789473684211"
"2023-2024",186,"Westwood K-5","Grade","Grade 01","68","0.917145688800793","0.279411764705882"
"2023-2024",186,"Westwood K-5","Grade","Grade 02","56","0.937809872817418","0.214285714285714"
"2023-2024",186,"Westwood K-5","Grade","Grade 03","35","0.921283844360767","0.285714285714286"
"2023-2024",186,"Westwood K-5","Grade","Grade 04","40","0.926075052343373","0.275"
"2023-2024",186,"Westwood K-5","Grade","Grade 05","39","0.935414091470952","0.230769230769231"
"2023-2024",186,"Westwood K-5","Grade","Grade K","60","0.916589814530177","0.366666666666667"
"2023-2024",186,"Westwood K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","IEP Status","Gifted","12","0.941031941031941","0.166666666666667"
"2023-2024",186,"Westwood K-5","IEP Status","IEP","67","0.903708523096942","0.402985074626866"
"2023-2024",186,"Westwood K-5","IEP Status","Not IEP or Gifted","219","0.930993611054899","0.246575342465753"
"2023-2024",186,"Westwood K-5","Race","African American","121","0.92227000944089","0.330578512396694"
"2023-2024",186,"Westwood K-5","Race","American Indian","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Race","Asian (not Pacific Islander)","42","0.943992906753362","0.166666666666667"
"2023-2024",186,"Westwood K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",186,"Westwood K-5","Race","Multi-Racial","38","0.883289560078792","0.447368421052632"
"2023-2024",186,"Westwood K-5","Race","White","89","0.936815851461826","0.191011235955056"
"2023-2024",186,"Westwood K-5",,"Total","298","0.925229503007281","0.278523489932886"
"2023-2024",187,"Whittier K-5","Economically Disadvantaged","Econ. Disadv.","116","0.927891786246978","0.267241379310345"
"2023-2024",187,"Whittier K-5","Economically Disadvantaged","Not Econ. Disadv.","41","0.964356435643564","0.024390243902439"
"2023-2024",187,"Whittier K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Foster Care Status","Not In Foster Care","157","0.936556483550955","0.203821656050955"
"2023-2024",187,"Whittier K-5","Gender","Female","79","0.937170805116629","0.215189873417722"
"2023-2024",187,"Whittier K-5","Gender","Male","78","0.935887988209285","0.192307692307692"
"2023-2024",187,"Whittier K-5","Grade","Grade 01","44","0.949878623447094","0.136363636363636"
"2023-2024",187,"Whittier K-5","Grade","Grade 02","23","0.946644664466447","0.130434782608696"
"2023-2024",187,"Whittier K-5","Grade","Grade 03","18","0.941666666666667","0.111111111111111"
"2023-2024",187,"Whittier K-5","Grade","Grade 04","26","0.92120029275433","0.269230769230769"
"2023-2024",187,"Whittier K-5","Grade","Grade 05","25","0.903376623376623","0.36"
"2023-2024",187,"Whittier K-5","Grade","Grade K","21","0.948571428571429","0.238095238095238"
"2023-2024",187,"Whittier K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","IEP Status","Gifted","14","0.974400650142219","0"
"2023-2024",187,"Whittier K-5","IEP Status","IEP","42","0.934570031636468","0.214285714285714"
"2023-2024",187,"Whittier K-5","IEP Status","Not IEP or Gifted","101","0.931626056688215","0.227722772277228"
"2023-2024",187,"Whittier K-5","Race","African American","36","0.906872852233677","0.333333333333333"
"2023-2024",187,"Whittier K-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",187,"Whittier K-5","Race","Multi-Racial","30","0.931315240083507","0.233333333333333"
"2023-2024",187,"Whittier K-5","Race","White","82","0.952050382881271","0.134146341463415"
"2023-2024",187,"Whittier K-5",,"Total","157","0.936556483550955","0.203821656050955"
"2023-2024",189,"Woolslair PreK-5","Economically Disadvantaged","Econ. Disadv.","171","0.921096288103961","0.309941520467836"
"2023-2024",189,"Woolslair PreK-5","Economically Disadvantaged","Not Econ. Disadv.","59","0.945095006628369","0.186440677966102"
"2023-2024",189,"Woolslair PreK-5","ELL Status","ELL","11","0.923197492163009","0.454545454545455"
"2023-2024",189,"Woolslair PreK-5","ELL Status","Not in ELL","219","0.926940888041406","0.269406392694064"
"2023-2024",189,"Woolslair PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Gender","Female","109","0.926542872747133","0.284403669724771"
"2023-2024",189,"Woolslair PreK-5","Gender","Male","121","0.927068509859728","0.272727272727273"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade 01","37","0.923825789923143","0.297297297297297"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade 02","43","0.912673775138345","0.325581395348837"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade 03","41","0.941123863466985","0.170731707317073"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade 04","35","0.908300664734958","0.4"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade 05","37","0.948656043779173","0.162162162162162"
"2023-2024",189,"Woolslair PreK-5","Grade","Grade K","37","0.926681274228889","0.324324324324324"
"2023-2024",189,"Woolslair PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","IEP Status","Not IEP or Gifted","174","0.928059565840529","0.281609195402299"
"2023-2024",189,"Woolslair PreK-5","Race","African American","100","0.928750897343862","0.29"
"2023-2024",189,"Woolslair PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Race","Multi-Racial","33","0.908678191024969","0.333333333333333"
"2023-2024",189,"Woolslair PreK-5","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",189,"Woolslair PreK-5","Race","White","79","0.932317073170732","0.215189873417722"
"2023-2024",189,"Woolslair PreK-5",,"Total","230","0.926815142420892","0.278260869565217"
"2023-2024",0,"District Total","Economically Disadvantaged","Econ. Disadv.","15321","0.882135470516725","0.423405782912343"
"2023-2024",0,"District Total","Economically Disadvantaged","Not Econ. Disadv.","5341","0.938787966194583","0.162890844411159"
"2023-2024",0,"District Total","ELL Status","ELL","1996","0.925188236274728","0.246492985971944"
"2023-2024",0,"District Total","ELL Status","Not in ELL","18666","0.894372047591902","0.367780992178292"
"2023-2024",0,"District Total","Foster Care Status","In Foster Care","249","0.822100980794096","0.590361445783133"
"2023-2024",0,"District Total","Foster Care Status","Not In Foster Care","20413","0.897801128229794","0.353206290109244"
"2023-2024",0,"District Total","Gender","Female","9946","0.897375179016527","0.360345867685502"
"2023-2024",0,"District Total","Gender","Male","10716","0.89678612261872","0.352090332213512"
"2023-2024",0,"District Total","Grade","Grade 01","1756","0.916058586861252","0.288154897494305"
"2023-2024",0,"District Total","Grade","Grade 02","1643","0.91519307382937","0.292757151552039"
"2023-2024",0,"District Total","Grade","Grade 03","1432","0.919903992606917","0.268156424581006"
"2023-2024",0,"District Total","Grade","Grade 04","1487","0.918415139068378","0.279757901815736"
"2023-2024",0,"District Total","Grade","Grade 05","1520","0.918406906336804","0.288157894736842"
"2023-2024",0,"District Total","Grade","Grade 06","1489","0.914753417258715","0.298186702484889"
"2023-2024",0,"District Total","Grade","Grade 07","1597","0.897785389107563","0.374452097683156"
"2023-2024",0,"District Total","Grade","Grade 08","1509","0.898806710285179","0.324718356527502"
"2023-2024",0,"District Total","Grade","Grade 09","1785","0.867503068014216","0.456022408963585"
"2023-2024",0,"District Total","Grade","Grade 10","1661","0.867380801704046","0.459361830222757"
"2023-2024",0,"District Total","Grade","Grade 11","1510","0.87064182653383","0.450331125827815"
"2023-2024",0,"District Total","Grade","Grade 12","1528","0.851293444805459","0.480366492146597"
"2023-2024",0,"District Total","Grade","Grade K","1745","0.902681192464446","0.348997134670487"
"2023-2024",0,"District Total","Has 504 Plan","No","20069","0.896398453149012","0.359160894912552"
"2023-2024",0,"District Total","Has 504 Plan","Yes","593","0.91828955575577","0.251264755480607"
"2023-2024",0,"District Total","Homelessness Status","Experiencing Homelessness","993","0.82597117101167","0.627391742195368"
"2023-2024",0,"District Total","Homelessness Status","Not Experiencing Homelessness","19669","0.900128741694289","0.342366159947125"
"2023-2024",0,"District Total","IEP Status","Gifted","1531","0.945281647395595","0.112344872632266"
"2023-2024",0,"District Total","IEP Status","IEP","5096","0.872466187886897","0.450353218210361"
"2023-2024",0,"District Total","IEP Status","Not IEP or Gifted","14035","0.900202595149541","0.348414677591735"
"2023-2024",0,"District Total","Race","African American","10631","0.877272762911332","0.443420186247766"
"2023-2024",0,"District Total","Race","American Indian","28","0.901090728805156","0.357142857142857"
"2023-2024",0,"District Total","Race","Asian (not Pacific Islander)","954","0.943956255853672","0.154088050314465"
"2023-2024",0,"District Total","Race","Hispanic","1260","0.911533711760118","0.303968253968254"
"2023-2024",0,"District Total","Race","Multi-Racial","1901","0.890650421141879","0.390320883745397"
"2023-2024",0,"District Total","Race","Native Hawaiian or other Pacific Islander","34","0.916009463722397","0.235294117647059"
"2023-2024",0,"District Total","Race","White","5854","0.922648787469674","0.23112401776563"
"2023-2024",0,"District Total",,"Total","20662","0.897070999383746","0.356064272577679"
